2.509866952896118164e+00,1.278290987014770508e+00,-7.547163367271423340e-01
2.528515577316284180e+00,1.287788748741149902e+00,4.952992871403694153e-02
2.505984306335449219e+00,1.275761246681213379e+00,-6.492087841033935547e-01
3.460408449172973633e+00,1.760884761810302734e+00,2.034822255373001099e-01
2.504098176956176758e+00,1.273702144622802734e+00,-5.460953712463378906e-01
3.470344543457031250e+00,1.764416098594665527e+00,3.406046330928802490e-01
2.525290727615356445e+00,1.283370852470397949e+00,-4.486540853977203369e-01
2.539480686187744141e+00,1.290582299232482910e+00,3.497650325298309326e-01
2.520237684249877930e+00,1.280249476432800293e+00,-3.470838963985443115e-01
2.531022310256958008e+00,1.285172343254089355e+00,4.495927095413208008e-01
3.484011888504028320e+00,1.768305182456970215e+00,-3.418248295783996582e-01
3.464644432067871094e+00,1.756954789161682129e+00,-2.035868912935256958e-01
2.520282030105590820e+00,1.277506589889526367e+00,-4.932050406932830811e-02
3.339713335037231445e+00,1.692133784294128418e+00,1.003182649612426758e+00
2.503967046737670898e+00,1.264297008514404297e+00,-7.516105175018310547e-01
2.524293422698974609e+00,1.274005889892578125e+00,4.935540631413459778e-02
2.514122962951660156e+00,1.268323898315429688e+00,-6.501085758209228516e-01
3.473971843719482422e+00,1.751787662506103516e+00,2.039009034633636475e-01
2.513787984848022461e+00,1.267604589462280273e+00,-5.472401976585388184e-01
3.472924470901489258e+00,1.750497221946716309e+00,3.402560353279113770e-01
2.512113571166992188e+00,1.265660643577575684e+00,-4.455254077911376953e-01
2.542420625686645508e+00,1.280373692512512207e+00,3.495212793350219727e-01
2.521367311477661133e+00,1.269218087196350098e+00,-3.465964496135711670e-01
2.535715579986572266e+00,1.275887608528137207e+00,4.495927095413208008e-01
3.475924253463745117e+00,1.748969435691833496e+00,-3.404303193092346191e-01
3.477894783020019531e+00,1.748437762260437012e+00,-2.040055841207504272e-01
2.517799377441406250e+00,1.264670968055725098e+00,-4.918088018894195557e-02
3.345892667770385742e+00,1.679882407188415527e+00,1.003182649612426758e+00
2.515275478363037109e+00,1.259006977081298828e+00,-7.536811232566833496e-01
2.516206026077270508e+00,1.258925199508666992e+00,4.911107197403907776e-02
2.511563539505004883e+00,1.256052970886230469e+00,-6.483089923858642578e-01
3.472920417785644531e+00,1.736077427864074707e+00,2.034822255373001099e-01
3.462971687316894531e+00,1.730350971221923828e+00,3.386872112751007080e-01
2.509447813034057617e+00,1.253352761268615723e+00,-4.442739486694335938e-01
2.536218404769897461e+00,1.266170501708984375e+00,3.480588793754577637e-01
2.520452499389648438e+00,1.257751703262329102e+00,-3.458652198314666748e-01
2.538386583328247070e+00,1.266146302223205566e+00,4.492798447608947754e-01
3.485574483871459961e+00,1.738603234291076660e+00,-3.407789468765258789e-01
3.458949327468872070e+00,1.723817348480224609e+00,-2.025401741266250610e-01
2.531149148941040039e+00,1.260330438613891602e+00,-4.935540631413459778e-02
3.351734876632690430e+00,1.668195247650146484e+00,1.003182649612426758e+00
2.519654512405395508e+00,1.250219941139221191e+00,-7.536811232566833496e-01
2.527750968933105469e+00,1.253687620162963867e+00,4.925068840384483337e-02
2.505457401275634766e+00,1.242084264755249023e+00,-6.456095576286315918e-01
3.467922210693359375e+00,1.719227671623229980e+00,2.028541862964630127e-01
2.515539884567260742e+00,1.246537446975708008e+00,-5.457137823104858398e-01
3.479703664779663086e+00,1.723557591438293457e+00,3.397330939769744873e-01
2.513808012008666992e+00,1.244584918022155762e+00,-4.442739486694335938e-01
2.529947519302368164e+00,1.252027392387390137e+00,3.465964496135711670e-01
